customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,churn_pred
C100830,Male,1,No,No,43,No,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,48.07,2063.63,Yes,0.4099418683081873,No
C100831,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.25,2213.3,Yes,0.5497607548120672,Yes
C100832,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),75.02,1256.87,Yes,0.381102868601867,No
C100833,Female,1,Yes,No,49,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.35,1947.19,Yes,0.3335485805706981,No
C100834,Female,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.16,2965.73,Yes,0.3868806871816353,No
C100835,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,56.3,1034.0,No,0.11346520223094667,No
C100836,Male,1,No,No,22,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.5,1508.81,No,0.2788019494592656,No
C100837,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,72.7,3711.73,Yes,0.660529083114129,Yes
C100838,Male,1,Yes,Yes,20,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),34.56,756.01,No,0.09530122624512169,No
C100839,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.62,1636.83,No,0.292236571704898,No
C100840,Male,0,Yes,Yes,56,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,38.38,2159.2,Yes,0.44969377298309976,No
C100841,Female,1,Yes,No,57,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,50.55,2880.5,No,0.12285549381318343,No
C100842,Female,1,No,Yes,18,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,78.78,1447.2,No,0.4802903978665016,No
C100843,Female,1,No,No,55,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),29.24,1631.77,No,0.33654330185150627,No
C100844,Male,0,Yes,No,10,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48.66,512.77,Yes,0.5863360393394238,Yes
C100845,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.24,4351.28,Yes,0.5586953963898016,Yes
C100846,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.96,2826.79,Yes,0.3375682200914218,No
C100847,Female,1,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.78,3391.95,Yes,0.5571422992862907,Yes
C100848,Female,1,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.85,4330.91,Yes,0.7281674934450314,Yes
C100849,Male,0,No,Yes,4,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),42.42,162.9,No,0.2785237922233387,No
C100850,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.54,1954.35,No,0.16112469974133195,No
C100851,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.75,1195.39,No,0.5428590388671455,Yes
C100852,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),62.73,2293.99,Yes,0.37342139503509014,No
C100853,Male,1,No,No,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),50.29,1424.39,Yes,0.16350086263348565,No
C100854,Male,0,No,No,11,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.42,413.8,Yes,0.34965132690603645,No
C100855,Male,1,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.92,4021.3,Yes,0.7362364737200313,Yes
C100856,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.81,1317.89,No,0.28735468869839875,No
C100857,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),64.75,4061.06,No,0.3634410410988298,No
C100858,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,75.18,3573.94,No,0.38811642359359666,No
C100859,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),43.95,639.48,No,0.16914959338125565,No
C100860,Female,1,Yes,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,42.78,1645.67,No,0.08520521487776837,No
C100861,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,60.52,3882.61,No,0.29708987719270824,No
C100862,Female,1,Yes,Yes,36,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),37.78,1309.78,No,0.2220432586101967,No
C100863,Male,1,Yes,No,30,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,One year,Yes,Mailed check,38.34,1130.59,No,0.21366752959443372,No
C100864,Female,0,Yes,No,8,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,48.79,370.58,Yes,0.5272051389212129,Yes
C100865,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),44.19,2137.54,No,0.3125611359361719,No
C100866,Male,1,No,Yes,38,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,53.89,2063.2,Yes,0.5380630395962025,Yes
C100867,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,62.45,3001.37,No,0.7016445151636265,Yes
C100868,Male,1,No,No,15,No,Yes,No,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),35.59,499.02,No,0.279085100145759,No
C100869,Female,1,No,No,31,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),22.07,666.9,Yes,0.40734497934244374,No
C100870,Female,0,Yes,Yes,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),38.14,661.4,No,0.16434211630322831,No
C100871,Male,1,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),61.46,2550.6,No,0.43668180228551046,No
C100872,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.1,974.37,Yes,0.5958469845253334,Yes
C100873,Male,1,No,No,34,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),41.49,1395.82,No,0.35010950379419103,No
C100874,Male,0,Yes,No,15,No,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,35.96,521.46,Yes,0.4251547033076321,No
C100875,Female,1,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,42.31,2153.53,Yes,0.5572345839246813,Yes
C100876,Male,1,No,No,56,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,25.29,1419.43,Yes,0.5661840723281661,Yes
C100877,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),60.3,3607.94,No,0.5700710923210135,Yes
C100878,Female,1,Yes,No,66,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,70.1,4599.4,No,0.5679104374271392,Yes
C100879,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,68.23,2662.57,Yes,0.6261765764561875,Yes
C100880,Female,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.89,1044.67,Yes,0.5414612041232298,Yes
C100881,Female,0,Yes,Yes,64,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,36.54,2323.4,Yes,0.4461074085563878,No
C100882,Male,1,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Electronic check,59.22,1153.46,No,0.5063600918692063,Yes
C100883,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,60.31,2146.68,Yes,0.5407365910840441,Yes
C100884,Male,1,Yes,Yes,6,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,67.48,393.5,No,0.15949275072241062,No
C100885,Male,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),66.82,213.73,No,0.23868702015690144,No
C100886,Male,1,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.44,4966.51,Yes,0.5821457908065193,Yes
C100887,Female,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,64.66,2689.85,No,0.34584541548821873,No
C100888,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,66.6,672.9,Yes,0.7260223366457037,Yes
C100889,Male,1,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),45.49,1038.17,No,0.3533147764053622,No
C100890,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.72,1947.87,Yes,0.740128102877489,Yes
C100891,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),62.52,3288.37,No,0.1608569933149463,No
C100892,Female,1,No,No,68,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),42.31,2876.4,No,0.14667357614749518,No
C100893,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,47.22,946.69,No,0.29755062806783006,No
C100894,Female,1,No,Yes,11,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,46.09,465.71,No,0.19847705683256586,No
C100895,Female,1,Yes,No,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,63.81,3043.65,Yes,0.7261553257626496,Yes
C100896,Male,1,Yes,No,28,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,60.73,1662.58,Yes,0.7275306953777737,Yes
C100897,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.54,742.15,Yes,0.7384334841324421,Yes
C100898,Male,1,No,Yes,5,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.18,345.31,Yes,0.5705260444574478,Yes
C100899,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,57.35,2745.95,Yes,0.7271307472535994,Yes
C100900,Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.59,3295.57,No,0.6302399793127073,Yes
C100901,Male,1,No,Yes,43,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,46.44,1995.13,No,0.12603853780251267,No
C100902,Female,1,Yes,Yes,62,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),74.25,4606.27,Yes,0.49278960468794736,No
C100903,Female,0,No,No,50,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),22.63,1113.35,No,0.272861075993809,No
C100904,Male,0,No,Yes,58,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),57.25,3283.26,No,0.17750563301951675,No
C100905,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.28,198.17,No,0.5189186751038977,Yes
C100906,Male,0,No,No,54,Yes,No,No,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,19.36,1022.02,No,0.20914980596247426,No
C100907,Female,1,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,57.6,1804.2,No,0.597838776989117,Yes
C100908,Female,1,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.6,2169.56,No,0.5944383533378029,Yes
C100909,Female,0,Yes,Yes,54,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.31,3782.08,No,0.3314440653798495,No
C100910,Male,0,Yes,Yes,1,Yes,No,No,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,27.16,0.0,Yes,0.23740838152211893,No
C100911,Male,1,Yes,No,32,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,63.8,2042.46,Yes,0.4059685985823782,No
C100912,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,58.72,3310.1,Yes,0.33042591043088515,No
C100913,Female,1,Yes,Yes,21,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.85,860.54,No,0.5195118567278552,Yes
C100914,Male,1,Yes,No,62,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),52.32,3265.32,No,0.2661159904404964,No
C100915,Male,0,No,No,54,No,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,35.8,1968.04,No,0.23749351377963324,No
C100916,Male,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,41.79,2780.83,No,0.25887485376194486,No
C100917,Female,1,No,No,49,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,40.42,1946.74,No,0.18188078938871552,No
C100918,Female,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.47,1243.34,No,0.19687852378516518,No
C100919,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),39.87,1241.81,No,0.16741759141937193,No
C100920,Male,0,Yes,Yes,54,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.0,2535.49,No,0.2952203165255293,No
C100921,Male,0,No,No,61,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.39,3199.68,No,0.3784744894743087,No
C100922,Male,1,Yes,No,28,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),32.75,919.51,Yes,0.3483961078814982,No
C100923,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,45.48,2256.25,No,0.06752056797642582,No
C100924,Female,1,No,Yes,42,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,62.3,2623.93,Yes,0.34013738981688835,No
C100925,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.38,5139.43,Yes,0.6431769066310498,Yes
C100926,Male,1,No,No,51,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.25,2379.94,No,0.1641500403989131,No
C100927,Male,1,Yes,No,48,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.55,1781.95,Yes,0.4023119748252937,No
C100928,Male,1,Yes,Yes,10,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,54.78,580.25,Yes,0.6288991500447065,Yes
C100929,Female,1,No,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),52.77,3748.4,No,0.22793014203896406,No
C100930,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,54.86,896.71,Yes,0.469917784761562,No
C100931,Male,0,Yes,Yes,53,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.34,3201.94,No,0.6706631742991941,Yes
C100932,Male,1,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.3,3855.61,No,0.6004759271106603,Yes
C100933,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,51.47,1657.15,No,0.49528074298343566,No
C100934,Male,0,Yes,No,50,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),69.57,3458.91,Yes,0.20147764072419977,No
C100935,Female,1,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,62.28,12.44,Yes,0.6575415811980873,Yes
C100936,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.75,2914.56,Yes,0.7145553435550667,Yes
C100937,Male,1,No,No,53,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),53.39,2858.75,No,0.36477420989618875,No
C100938,Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Mailed check,57.71,4053.78,No,0.2690146525129058,No
C100939,Female,1,No,No,31,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,50.99,1618.18,Yes,0.5394703024731394,Yes
C100940,Female,0,No,Yes,61,Yes,No phone service,No,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),37.13,2325.19,No,0.08148447731896992,No
C100941,Male,0,No,No,63,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,47.15,2960.48,No,0.3700968667514102,No
C100942,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,53.73,299.62,Yes,0.306622183110926,No
C100943,Male,1,No,No,64,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,38.02,2394.85,Yes,0.33749545841142253,No
C100944,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),60.57,1610.97,Yes,0.6366487905518469,Yes
C100945,Female,1,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.1,3182.44,Yes,0.5911843104816104,Yes
C100946,Male,0,No,No,5,Yes,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),34.75,182.37,No,0.10888344950212363,No
C100947,Female,1,Yes,No,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.0,3231.71,Yes,0.6267220479308178,Yes
C100948,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64.14,61.98,No,0.721511135039852,Yes
C100949,Female,0,Yes,No,46,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),25.15,1158.11,Yes,0.2570494443183062,No
C100950,Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.62,2098.34,No,0.5929923045034092,Yes
C100951,Female,1,No,Yes,46,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,34.03,1580.29,Yes,0.5278737495421134,Yes
C100952,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.48,741.02,No,0.6156351636454163,Yes
C100953,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,63.72,2006.59,No,0.671455822083073,Yes
C100954,Male,1,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,50.67,172.56,Yes,0.3734311579920991,No
C100955,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,69.2,1969.73,Yes,0.7177930616727164,Yes
C100956,Male,0,No,No,12,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,61.49,686.42,Yes,0.4626526267326585,No
C100957,Male,1,No,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,38.65,2711.76,No,0.5309855358334294,Yes
C100958,Male,0,No,Yes,35,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,27.71,977.3,No,0.5071074723081264,Yes
C100959,Male,1,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.94,2.67,Yes,0.46708974268805287,No
C100960,Male,1,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),74.76,3294.2,No,0.47031028674994463,No
C100961,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.21,4109.36,No,0.40501779996646325,No
C100962,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,62.78,575.65,No,0.24409194708834048,No
C100963,Male,0,No,Yes,9,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Credit card (automatic),41.58,400.73,No,0.20334934175654654,No
C100964,Male,1,No,No,3,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.24,122.78,No,0.4917098317730397,No
C100965,Male,0,Yes,No,8,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.3,334.14,No,0.3360631258284668,No
C100966,Female,1,No,No,63,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,55.33,3493.1,Yes,0.7381307287442186,Yes
C100967,Female,1,No,Yes,56,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Mailed check,48.08,2659.07,No,0.1870891082392096,No
C100968,Female,1,No,Yes,22,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.5,1577.7,No,0.4473616758274753,No
C100969,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),65.13,102.61,No,0.26833329496548475,No
C100970,Male,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),59.71,343.04,No,0.268451601131864,No
C100971,Male,0,No,No,48,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),43.28,2023.67,No,0.38221716364303704,No
C100972,Female,0,No,Yes,12,Yes,No phone service,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),33.09,322.21,No,0.2784396420901827,No
C100973,Male,1,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.82,647.03,No,0.40544763215832497,No
C100974,Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.66,3348.92,No,0.5602974307781516,Yes
